petition_number,cert_wrkrs_pet,partic_pet
82551,199,12
82552,203,78
82554,127,51
82556,8,7
82557,43,5
82559,202,42
82560,7,4
82562,82,98
82565,37,3
82567,37,22
82568,596,52
82571,260,34
82572,264,13
82579,150,11
82580,51,28
82581,7,17
82583,109,42
82587,154,42
82588,249,25
82590,495,64
82591,289,35
82593,13,3
82596,79,162
82598,14,22
82602,21,9
82603,160,17
82604,35,14
82605,32,4
82606,30,3
82615,20,14
82616,45,10
82617,405,10
82619,52,3
82620,42,9
82622,30,11
82624,190,37
82627,22,4
82630,42,9
82632,10,6
82633,65,22
82634,18,3
82636,228,67
82639,72,16
82641,108,23
82642,75,70
82645,108,21
82649,8,3
82650,71,6
82653,159,27
82654,15,10
82656,27,86
82657,52,18
82658,163,4
82661,18,7
82662,149,14
82663,30,66
82664,111,42
82665,270,72
82667,150,37
82671,104,35
82675,606,10
82678,71,10
82679,92,8
82680,28,7
82682,79,10
82683,15,3
82686,181,17
82687,317,118
82688,85,63
82689,55,13
82692,36,6
82695,20,12
82698,13,5
82700,333,84
82702,96,18
82703,53,42
82705,3050,941
82707,386,57
82715,25,6
82718,18,14
82720,11,3
82721,25,13
82722,19,20
82723,136,10
82726,810,78
82730,400,25
82734,15,4
82735,75,13
82736,33,22
82739,21,5
82744,123,11
82745,14,5
82746,42,60
82749,23,15
82750,292,95
82753,53,4
82754,77,106
82755,137,7
82761,8,3
82762,58,42
82763,80,42
82764,79,25
82766,57,10
82768,88,9
82770,18,4
82771,41,5
82772,360,143
82773,95,25
82774,73,16
82777,80,22
82778,92,11
82780,300,39
82781,10,4
82782,103,30
82783,359,123
82784,34,4
82786,72,7
82787,127,80
82788,480,41
82789,20,8
82792,31,3
82793,69,17
82794,33,42
82796,178,66
82797,477,47
82798,69,15
82800,24,11
82801,130,11
82803,55,3
82806,14,5
82807,101,7
82810,132,22
82812,78,21
82813,81,18
82814,176,80
82818,254,90
82821,12,4
82822,75,85
82823,67,27
82824,720,140
82825,154,39
82827,30,12
82830,145,10
82831,33,14
82833,74,9
82837,43,5
82838,16,4
82839,115,30
82841,330,111
82847,33,4
82848,79,29
82849,167,10
82854,70,11
82857,43,7
82858,33,3
82859,26,7
82860,9,3
82861,72,9
82862,160,440
82863,25,26
82866,5,3
82872,47,4
82875,90,19
82876,80,6
82878,130,41
82880,604,121
82883,44,3
82884,89,3
82885,145,10
82886,54,4
82887,19,7
82888,19,5
82893,37,5
82895,21,5
82896,60,6
82897,129,3
82900,174,12
82902,138,66
82905,262,86
82906,39,26
82908,354,196
82909,179,176
82911,7,5
82912,178,58
82914,16,3
82915,8,3
82916,92,43
82919,13,4
82920,79,23
82924,4,3
82926,80,54
82927,91,10
82928,303,67
82933,165,30
82935,17,3
82936,108,5
82937,422,98
82939,24,12
82942,280,7
82944,40,7
82945,47,10
82946,54,5
82950,17,3
82954,118,29
82955,49,16
82956,530,167
82957,24,10
82960,120,24
82963,411,77
82964,102,6
82965,97,20
82966,74,23
82967,51,16
82970,70,9
82972,66,37
82974,128,44
82976,90,26
82977,28,3
82979,57,19
82982,281,99
82986,890,16
82988,54,14
82989,90,4
82990,60,7
82992,21,8
82993,318,86
82994,44,4
82999,18,6
83004,24,3
83006,41,4
83008,556,37
83009,616,267
83010,170,4
83011,90,3
83014,135,9
83015,102,48
83018,152,88
83019,118,24
83022,135,3
83024,209,147
83027,169,81
83028,33,6
83029,40,22
83030,1081,246
83032,7,5
83033,247,84
83034,206,61
83035,52,3
83036,33,7
83039,129,4
83041,70,11
83043,92,33
83044,730,84
83045,59,17
83047,153,19
83051,27,10
83053,50,12
83054,341,137
83060,275,18
83065,545,3
83069,3,4
83074,355,107
83075,292,10
83077,11,6
83079,60,9
83083,182,17
83085,164,19
83086,371,35
83087,28,13
83090,7,5
83091,111,22
83094,295,178
83095,77,21
83099,100,25
83103,34,12
83104,250,49
83109,22,4
83111,140,42
83112,29,4
83117,178,94
83118,28,10
83119,32,20
83120,89,3
83121,95,37
83123,80,116
83124,52,16
83126,620,86
83127,137,26
83128,285,30
83129,1173,388
83131,75,15
83132,120,3
83133,85,9
83134,95,13
83137,56,6
83138,134,47
83139,131,39
83140,21,3
83143,37,26
83144,59,9
83145,78,21
83146,101,11
83147,108,21
83148,17,10
83149,304,13
83150,204,26
83154,137,68
83156,180,29
83157,125,3
83158,109,43
83160,14,4
83162,85,23
83163,58,17
83164,71,4
83166,4,3
83167,63,7
83169,43,11
83170,122,18
83172,41,7
83173,186,70
83175,8,3
83176,78,8
83177,86,175
83178,5,3
83179,407,28
83180,97,6
83185,110,20
83186,234,93
83187,166,26
83188,169,35
83190,30,5
83191,164,46
83194,500,28
83196,32,13
83197,216,44
83199,49,53
83201,28,3
83205,51,29
83206,26,11
83209,300,105
83210,9,4
83211,62,3
83213,58,12
83215,1678,25
83217,200,55
83219,135,6
83220,68,28
83225,123,25
83227,403,127
83228,256,46
83229,191,11
83230,124,6
83232,43,24
83234,47,5
83236,38,14
83242,25,10
83244,67,46
83245,127,95
83246,42,20
83250,564,54
83254,128,22
83258,418,132
83259,136,100
83260,56,9
83261,105,9
83264,65,6
83266,150,25
83267,108,77
83268,70,11
83269,431,130
83270,190,9
83271,137,3
83272,200,55
83273,5,4
83274,160,22
83279,170,34
83281,10,4
83282,58,3
83287,17,3
83288,140,18
83289,62,6
83290,22,4
83291,89,21
83292,66,7
83294,233,77
83295,245,160
83298,76,16
83301,9,4
83302,77,13
83303,18,5
83305,9,4
83308,102,28
83309,5327,174
83310,50,4
83311,58,12
83313,48,4
83319,54,17
83320,412,64
83321,54,5
83324,142,10
83328,412,"1,090"
83334,525,79
83338,371,3
83340,73,263
83344,20,9
83346,466,77
83347,25,9
83348,80,3
83356,362,141
83358,678,50
83359,456,38
83362,201,77
83363,290,123
83365,236,66
85000,28,7
85003,82,3
85006,300,67
85007,105,26
85009,10,3
85013,637,89
85016,89,20
85017,71,3
85019,15,9
85022,67,73
85023,69,12
85024,76,10
85025,52,7
85026,65,7
85030,151,10
85033,25,4
85034,183,59
85039,13,5
85042,285,98
85044,20,13
85048,11,6
85049,116,97
85052,28,21
85056,21,5
85058,588,276
85059,8,31
85065,80,12
85066,139,18
85070,56,3
85071,182,40
85072,91,26
85074,367,7
85079,87,43
85080,290,7
85084,23,3
85085,122,27
85088,113,17
85094,190,79
85095,638,111
85096,151,25
85097,25,35
85098,24,4
85100,129,25
85104,24,13
85106,45,11
85108,153,17
85117,498,103
85118,156,33
85122,125,12
85128,195,4
85129,18,3
85132,31,10
85133,30,10
85134,155,29
85135,75,28
85137,686,9
85138,79,5
85140,85,29
85141,35,10
85144,8,3
85146,124,10
85152,86,16
85153,84,6
85155,237,20
85156,69,41
85157,37,16
85160,2170,539
85161,27,8
85167,845,34
85169,45,3
85171,41,27
85172,6,5
85176,62,13
85177,72,12
85178,75,10
85182,525,5
85184,11,3
85186,29,3
85187,85,45
85188,180,66
85191,120,17
85192,398,135
85197,176,26
85199,58,11
85204,46,10
85209,47,12
85210,154,24
85211,79,26
85214,425,187
85215,600,251
85216,57,12
85218,18,11
85219,227,49
85225,7,25
85226,25,10
85234,619,142
85235,133,20
85236,379,156
85237,43,4
85238,210,100
85243,246,138
85244,87,18
85246,82,28
85247,408,28
85248,262,171
85251,3,7
85254,859,23
85256,191,4
85260,148,16
85261,335,83
85265,70,54
85269,40,3
85272,66,7
85275,27,7
85279,48,25
85282,84,22
85283,18,10
85284,80,29
85286,1946,649
85293,42,3
85295,88,12
85297,20,6
85298,223,43
85299,17,3
85300,3,3
85302,22,9
85304,39,8
85307,147,17
85308,18,4
85309,46,10
85312,30,14
85313,15,9
85314,222,21
85315,92,18
85320,92,4
85323,78,6
85324,302,41
85328,250,44
85332,16,4
85338,24,11
85339,16,6
85340,297,38
85341,374,158
85346,43,23
85348,318,9
85349,13,3
85353,28,4
85354,25,7
85356,49,8
85357,856,151
85363,242,59
85365,171,63
85366,35,4
85367,41,20
85368,51,8
85372,42,16
85374,53,16
85377,33,4
85378,25,4
85379,92,21
85380,64,25
85383,91,7
85385,150,7
85386,24,5
85389,102,15
85391,42,40
85392,5,12
85394,24,7
85395,85,8
85404,72,31
85405,14,4
85406,25,9
85407,11,4
85409,87,11
85410,144,7
85411,68,20
85414,28,5
85415,55,33
85417,66,10
85423,286,5
85424,127,49
85426,34,13
85427,406,37
85428,25,11
85431,188,18
85440,22,3
85443,64,12
85445,15,11
85447,56,5
85449,55,14
85450,224,5
85453,450,100
85454,168,88
85455,81,20
85458,134,4
85459,641,254
85460,240,123
85461,249,5
85465,32,5
85466,26,3
85469,27,23
85470,28,9
85473,155,56
85475,199,33
85478,21,10
85479,29,6
85480,28,10
85481,19,6
85482,156,26
85483,139,22
85486,269,9
85487,5,5
85489,117,66
85491,6,5
85492,105,21
85495,51,7
85502,80,93
85503,25,7
85504,121,41
85510,94,27
85512,178,27
85514,103,4
85515,41,5
85516,87,5
85518,200,37
85519,47,7
85521,54,4
85522,15,6
85523,112,24
85524,13,7
85526,24,8
85527,19,11
85529,53,3
85533,227,35
85535,6,7
85536,47,17
85537,593,325
85541,28,8
85542,107,15
85545,135,3
85546,231,18
85547,3175,30
85551,125,5
85552,320,36
85553,435,46
85557,50,3
85558,58,4
85559,5,3
85560,31,8
85563,227,91
85564,389,18
85566,117,14
85567,202,5
85568,48,14
85569,92,14
85570,31,6
85572,43,11
85573,434,9
85574,678,276
85576,50,3
85578,21,80
85580,291,93
85582,73,32
85584,9,3
85586,50,8
85587,18,5
85588,8,3
85591,834,44
85592,320,102
85593,225,39
85596,519,112
85597,41,18
85598,38,7
85599,54,7
85600,525,36
85604,47,5
85605,28,3
85606,122,39
85607,89,4
85610,511,111
85614,30,20
85615,450,53
85618,292,37
85620,30,10
85622,33,6
85623,149,45
85625,585,49
85628,187,61
85629,749,81
85631,200,12
85634,235,28
85635,230,5
85636,914,227
85640,64,12
85641,270,34
85643,43,11
85646,10,5
85647,12,3
85652,230,62
85657,237,4
85660,84,15
85662,291,15
85663,128,54
85664,445,77
85665,224,68
85666,14,11
85667,19,3
85669,45,14
85674,125,35
85682,7,3
85683,595,50
85684,254,58
85685,38,33
85686,80,18
85689,62,18
85691,67,36
85695,36,7
85697,16,11
85699,28,3
85701,69,20
85703,159,40
85704,241,87
85707,205,130
85708,33,5
85710,170,56
85711,96,15
85712,138,40
85713,279,78
85714,50,68
85715,45,7
85716,130,22
85717,181,49
85718,80,8
85722,71,15
85723,118,11
85725,3,3
85726,300,69
85728,185,58
85729,221,132
85730,228,40
85731,113,5
85732,40,23
85733,174,58
85736,32,3
85739,26,55
85740,28,3
85742,322,13
85743,95,19
85748,213,37
85750,13,4
85752,7,3
85753,526,47
85754,72,14
85756,63,3
85759,3,4
85760,112,13
85763,39,19
85764,24,4
85766,61,17
85767,116,91
85770,50,42
85777,40,5
85778,116,6
85779,271,72
85780,391,13
85783,202,92
85785,14,7
85786,147,9
85787,84,8
85789,136,79
85795,346,221
85796,4454,"1,299"
85798,127,18
85799,58,9
85800,79,17
85801,156,29
85804,305,3
85805,125,30
85807,72,3
85808,206,6
85809,1322,97
85810,23,4
85812,353,11
85817,75,24
85818,290,85
85819,9,7
85820,21,4
85821,454,124
85823,193,65
85828,81,19
85831,20,3
85836,43,3
85837,22,8
85839,34,5
85841,95,39
85843,110,44
85844,67,22
85846,35,53
85847,89,60
85848,66,11
85850,75,5
85851,350,162
85852,120,53
85857,189,34
85858,1892,17
85859,200,23
85862,277,80
85864,10,5
85866,168,49
85867,166,42
85868,318,67
85869,27,3
85871,54,15
85872,32,10
85873,1761,257
85875,90,11
85876,105,44
85877,166,27
85879,135,66
85880,143,4
85882,8,6
85884,21,4
85886,47,11
85888,507,255
85889,507,260
85891,96,3
85893,39,7
85899,52,7
85900,80,21
85902,490,66
85903,14,6
85905,114,30
85909,25,5
85911,730,147
85912,27,20
85913,37,23
85915,11,4
85919,185,243
85922,79,22
85924,173,32
85926,478,53
85927,108,20
85931,14,3
85938,390,41
85939,1416,337
85940,48,34
85941,25,3
85944,53,23
85949,16,4
85950,102,10
85952,53,40
85954,432,58
85959,43,12
85960,202,12
85961,283,60
85962,89,9
85963,206,106
85967,315,44
85969,434,103
85970,33,14
85971,363,8
85972,105,35
85976,139,27
85978,90,73
85979,147,38
85980,63,19
85981,20,14
85983,130,13
85987,133,85
85989,38,12
85990,18,18
85994,60,8
85996,52,3
86001,1566,583
86003,140,12
86004,47,27
86006,91,36
86008,529,40
86011,195,8
86012,117,24
86014,170,18
86016,59,6
86018,10,12
86025,626,109
86027,7,21
86028,71,5
86033,16,3
86035,9,3
86038,11,6
86039,247,135
86040,230,4
86046,128,9
86047,49,20
86048,971,37
86050,84,30
86060,381,40
86063,30,4
86064,49,10
86065,1207,532
86073,140,47
86074,70,21
86076,182,10
86081,35,4
86083,243,101
86084,54,34
86086,226,102
86088,333,46
86089,141,25
86091,1022,29
86093,32,7
86096,50,6
86099,159,61
86102,80,12
86104,114,23
86105,446,71
86109,290,24
86112,80,9
86114,28,4
86116,37,5
86120,87,38
86122,305,31
86123,181,13
86125,58,16
86127,37,7
86128,128,28
86130,300,13
86132,65,14
86133,23,8
86135,21,5
86136,33,3
86137,34,5
86138,22,14
86139,180,34
90001,41,5
90002,175,36
90003,34,4
90004,136,18
90009,42,4
90010,133,5
90013,232,45
90015,7,3
90016,86,60
90018,149,22
90023,250,4
90024,27,6
90025,76,15
90027,180,35
90030,65,16
90035,407,47
90040,279,52
90041,50,10
90046,94,13
90048,240,6
90050,78,6
90056,74,49
90058,1446,220
90059,21,5
90061,407,140
90063,138,63
90064,158,25
90065,881,495
90066,148,20
90067,66,14
90068,192,35
90069,193,3
90070,90,4
90071,34,39
90075,414,184
90076,151,43
90077,19,4
90078,29,4
90079,100,5
90082,259,116
90083,47,30
90084,114,12
90085,48,21
90086,58,23
90087,152,8
90089,11,6
90093,6,3
90095,19,4
90097,77,21
90101,222,43
90102,108,33
90103,395,59
90106,231,16
90108,372,82
90109,170,22
90112,600,228
90113,50,4
90115,49,25
90122,222,57
90124,38,3
90131,12,34
90135,46,16
90137,20,5
90138,81,19
90139,107,18
90141,734,64
90142,311,82
90146,105,16
90151,50,37
90153,106,9
90155,58,12
90156,588,76
90157,155,32
90159,39,6
90162,155,4
90166,259,69
90168,42,3
90172,179,31
90173,77,8
90174,222,14
90177,309,145
90178,172,20
90180,257,10
90181,144,27
90182,71,14
90184,681,19
90185,259,33
90190,22,5
90193,88,7
90199,41,3
90203,48,5
90212,404,144
90213,192,28
90214,49,3
90217,32,6
90218,280,20
90221,75,13
90227,29,19
90230,32,6
90231,16,3
90234,179,72
90235,91,15
90243,79,6
90245,43,17
90249,157,22
90251,411,40
90255,126,80
90257,118,8
90258,96,21
90259,55,18
90262,96,5
90263,163,39
90265,118,23
90273,36,4
90276,82,15
90277,33,6
90281,349,224
90284,91,13
90298,60,6
90299,320,58
90302,12,4
90311,40,4
90317,230,23
90321,95,38
90326,40,9
90327,177,158
90335,323,71
91000,48,28
91001,138,19
91002,18,4
91006,68,13
91007,50,14
91008,196,79
91009,195,13
91011,209,3
91013,210,16
91014,56,4
91017,600,40
91021,531,44
91023,1210,126
91027,802,146
91030,1234,426
91038,21,8
91040,17,6
91041,95,3
91042,27,3
91044,30,6
91045,325,47
91046,91,22
91051,86,84
91053,8,5
91054,124,38
91056,101,5
91057,36,3
91060,125,15
91064,117,15
91067,37,4
91069,104,3
91071,237,72
91072,32,7
91075,223,45
91078,35,6
91079,145,17
91080,98,7
91081,41,20
91082,6,3
91084,60,11
91085,21,10
91086,12,4
91088,66,3
91090,856,419
91091,194,45
91092,346,4
91095,235,118
91098,9,3
91099,225,24
91101,116,9
91103,50,12
91106,255,40
91108,236,58
91109,353,62
91110,82,3
91111,148,36
91112,254,17
91113,31,5
91117,26,7
91118,60,24
91119,125,13
91120,213,9
91123,77,27
91124,6,3
91125,450,231
91128,88,4
91129,227,58
91131,15,4
91132,626,57
91133,8,4
91136,41,8
91139,108,20
91140,120,7
91142,103,13
91143,83,9
91144,187,4
91145,819,132
91149,6,3
91150,350,23
91154,61,4
91156,56,7
91157,198,63
91159,152,8
91161,325,47
91163,398,22
91164,195,15
91166,212,32
91167,60,6
91172,28,5
91174,32,4
91176,73,10
91177,7,15
91179,6,6
91180,35,5
91184,38,3
91186,40,9
91187,39,6
91188,77,5
91191,34,3
91192,25,12
91193,260,28
91195,68,14
91196,151,33
91198,17,10
91199,65,17
91200,76,3
91205,304,105
91207,142,35
91208,22,87
91209,80,13
91211,16,11
91215,108,7
91216,9,3
91217,14,11
91219,43,40
91223,89,6
91224,157,18
91227,31,8
91232,205,13
91233,33,5
91235,301,151
91237,28,17
91239,19,14
91240,129,4
91242,83,58
91245,30,12
91246,39,11
91247,552,126
91249,110,17
91250,118,7
91251,273,14
91252,24,7
91254,71,6
91257,84,19
91258,37,7
91260,292,61
91261,289,12
91262,181,31
91267,34,3
91277,191,6
91278,264,45
91279,247,49
91280,65,8
91285,19,9
91290,1015,17
91291,34,3
91304,51,10
91307,52,18
91312,56,33
91315,32,4
91316,30,12
91318,70,34
91320,12,3
91321,10,4
91323,99,17
91335,62,16
91336,128,20
91338,106,17
91340,69,4
91343,38,5
91346,99,16
91350,23,3
91352,478,178
91353,433,5
91354,18,4
91355,101,6
91357,89,46
91358,59,10
91361,57,6
91363,92,18
91367,700,12
91368,90,4
91374,158,41
91376,24,3
91378,667,205
91380,8,4
91386,265,189
91389,5,3
91392,97,21
91396,26,9
91399,115,14
91400,130,4
91402,60,31
91412,235,12
91416,293,23
91423,58,9
91424,182,12
91427,197,107
91430,5,5
91438,23,8
91440,99,21
91441,63,27
91445,80,15
91451,56,8
91453,130,43
91456,376,102
91458,300,61
91460,65,9
91464,53,4
91471,80,27
91474,22,5
91477,5,3
91479,61,37
91485,326,73
91491,609,172
91493,64,4
91494,120,28
91496,75,42
91497,5,4
91502,102,16
91503,230,21
91505,94,8
91506,16,18
91507,435,7
91508,310,10
91510,162,13
91511,65,49
91513,230,95
91516,7,3
91517,33,14
91518,52,10
91519,86,4
91520,376,123
91521,805,3
91523,108,32
91528,1468,436
91530,11,4
91531,86,6
91535,130,134
91536,50,7
91539,274,4
91540,31,4
91541,314,45
91542,23,3
91544,45,7
91546,183,3
91548,16,6
91549,25,5
91550,120,9
91551,41,62
91554,133,11
91557,89,40
91563,76,19
91570,23,4
91573,23,4
91576,7,3
91581,244,5
91582,76,7
91585,14,3
91589,11,4
91590,230,88
91591,67,51
91592,5,4
91593,660,110
91595,279,5
91597,320,10
91598,10,3
91601,72,24
91602,54,16
91603,1468,6
91605,33,3
91609,220,60
91611,998,64
91612,79,22
91618,131,15
91632,102,22
91635,33,5
91638,30,13
91639,205,14
91644,40,11
91648,74,11
91650,81,35
91651,30,3
91653,125,6
91654,180,7
91656,26,5
91661,11,5
91662,185,7
91667,182,10
91671,26,13
91674,10,3
91675,62,5
91676,142,29
91681,25,12
91682,7,4
91684,78,22
91685,131,12
91690,200,17
91692,105,21
91695,155,73
91698,22,4
91699,48,21
91701,46,14
91702,24,9
91703,358,97
91708,49,8
91712,260,29
91714,786,94
91717,141,15
91718,20,4
91720,51,45
91721,36,8
91722,9,3
91725,1768,67
91726,9,4
91727,727,4
91730,209,6
91732,61,11
91734,46,4
91737,48,16
91739,50,10
91741,15,4
91743,33,3
91744,92,18
91752,125,19
91753,75,4
91754,37,3
91755,230,104
91758,716,125
91765,36,5
91767,276,53
91768,85,11
91769,180,31
91772,94,78
91773,110,8
91781,25,7
91782,125,22
91794,201,10
91796,216,172
91798,33,31
91803,73,17
91807,1300,27
91808,95,9
91810,101,4
91813,28,4
91818,169,35
91826,556,7
91839,5,9
91845,348,67
91847,14,4
91848,41,7
91849,36,4
91851,3,34
91852,38,19
91853,38,4
91854,442,189
91858,63,15
91859,200,26
91864,84,3
91865,122,19
91866,102,3
91867,21,5
91868,6,8
91869,205,40
91871,30,3
91873,157,4
91879,626,11
91880,50,7
91881,47,5
91886,160,61
91887,67,23
91891,31,3
91892,162,9
91894,284,77
91911,96,54
91914,602,37
91920,427,36
91921,254,14
91923,3,3
91927,561,6
91928,64,13
91929,80,35
91933,55,20
91935,72,7
91936,47,21
91939,239,78
91943,147,3
91945,67,22
91949,215,12
91950,209,7
91952,54,5
91954,23,12
91959,7,3
91960,233,29
91961,103,8
91963,7,3
91964,216,34
91965,25,37
91966,196,18
91971,19,3
91973,6,3
91974,13,3
91975,45,15
91978,225,75
91979,72,12
91981,5,3
91985,366,23
91986,253,19
91987,18,11
91999,93,22
92001,154,6
92002,22,4
92004,25,3
92005,238,5
92007,60,10
92009,47,5
92012,7,4
92015,49,6
92020,16,8
92021,77,15
92033,115,41
92042,88,3
92043,56,3
92044,82,6
92049,35,7
92051,151,40
92052,261,7
92057,172,46
92065,59,8
92071,219,22
92072,144,15
92075,203,48
92083,375,12
92090,38,11
92091,160,4
92094,80,21
92097,182,48
92099,3,4
92108,97,39
92109,32,4
92110,32,4
92111,51,3
92113,110,19
92118,121,35
92130,324,78
92132,1390,27
92149,70,8
92179,65,7
92185,1782,186
92244,114,23